chr start end p_value_phase1_common p_value_phase2_common common_fisher p_value_phase1_rare p_value_phase2_rare rare_fisher
1 1104384 1104467 0.683011649970866 0.0759706454594319 0.205409824301225 0.536501593578777 0.57739858620869 0.672803433029825
1 1109285 1133313 0.0478230626942011 0.0552843068164154 0.0183365604146713 0.880776493452754 0.800337540578037 0.951409524456005
1 1146705 1149548 0.0798052249707675 0.0872942456214756 0.04156679712977 0.571380311171249 0.0509339712801178 0.132036635659688
1 1152287 1167447 0.193879274893516 0.101636835715474 0.0970853107814298 >0.999 >0.999 >0.999
1 1167628 1170420 NA NA NA >0.999 >0.999 >0.999
1 1177825 1182102 0.313177046917652 0.250290123864051 0.277963137843758 >0.999 0.598291252808355 0.905620066915637
1 1189291 1209234 0.42039428272743 0.488319347933772 0.530326872417582 >0.999 0.411194679263024 0.776618663819333
1 1215815 1227409 NA NA NA 0.472270347288473 0.395021982389263 0.49978992963602
1 1227763 1243269 NA NA NA 0.856566018813044 0.207787329705234 0.48519460192385
1 1243959 1247057 0.0666727027271685 0.263710137082215 0.0886298268512969 0.493180236287026 0.182470106054218 0.306692590047615
1 1246964 1260067 0.0609485758660708 0.25569851849757 0.0804388967233636 0.201078212486679 0.160367133177047 0.14299156925067
1 1260142 1264276 0.0607648235264739 0.242276708052315 0.0768250500630581 0.0198377574466175 0.10081195129575 0.0144284893174818
1 1266725 1270700 >0.999 0.444714331767664 0.805076651731815 0.0268047894195033 0.170558043268432 0.0292038162362269
1 1270657 1284492 >0.999 0.452739096047274 0.811507333160486 0.0153599617125604 0.0790394134309294 0.00936487961252448
1 1288068 1298921 0.151347360546967 0.548284301010364 0.289533576477217 0.426105492920669 0.301352161361391 0.391970500776102
1 1309109 1310818 0.172823955525224 0.403883588770121 0.255618086156563 0.651391045417374 0.555357075986678 0.729582796206094
1 1321090 1334722 0.217162750075676 0.218749724685655 0.192246791480352 0.270174708987109 0.92921754083753 0.598028488286466
1 1334909 1337426 0.336036752890606 >0.999 0.702496506304349 0.351642203552857 0.646649616066845 0.564173710776845
1 1337275 1342693 0.263211567382088 0.697269303186223 0.494681457499886 0.426068645046988 0.726114755758642 0.672333787831924
1 1353799 1356824 0.242785611053112 0.206282258771121 0.200033287103651 0.755002210368224 0.780443382974288 0.900899965011503
1 1361507 1363167 0.603208974743198 0.0973558541727304 0.225206522688221 >0.999 0.478958555349601 0.831539685150648
1 1365536 1369953 0.516171481914848 0.0875309598611546 0.185110064149757 >0.999 0.910433075728293 0.995863458949401
1 1370902 1378262 NA NA NA 0.650315951740211 0.834296139383061 0.874309501140506
1 1385068 1405538 NA NA NA 0.573225338964555 0.739589139924699 0.787759409398603
1 1407134 1431584 NA NA NA >0.999 0.431303435800325 0.794005217506436
1 1447522 1470067 >0.999 >0.999 >0.999 0.217612468882523 0.978263089811356 0.542214508649039
1 1470157 1475740 >0.999 0.600682931195978 0.906843844498631 >0.999 0.953602407661212 0.998906587462426
1 1477052 1510262 >0.999 0.594800073896891 0.903816520694474 0.688126139627231 0.942654259832636 0.929432444323175
1 1533387 1535476 0.324675977313827 0.0594884070713801 0.095546713133341 0.625798631774418 0.377834400351102 0.577412754245648
1 1534812 1542590 0.441420206792689 0.0830976225170434 0.157929812211395 >0.999 0.684134314719743 0.943832394359511
1 1550794 1565990 0.406487081738613 0.0949092362214869 0.164156697529293 >0.999 0.417203425138713 0.781914876909353
1 1567559 1570030 NA NA NA 0.0148477631675267 >0.999 0.0773554512078536
1 1570602 1656004 0.000439085937184946 0.768401578858374 0.00303461169597946 0.220573272395942 0.195171924618458 0.178458258848337
1 1656276 1677438 0.688508000530649 0.177888548269027 0.379659572648126 0.16270585204874 0.151885470440766 0.116160347142714
1 1682670 1711586 0.728904350137765 >0.999 0.959393208312006 0.359951739415405 0.742674202120544 0.62000670284437
1 1716723 1822556 >0.999 0.889041752640213 0.993602912196757 0.250084169725965 0.913422899913703 0.565716561202911
1 1846265 1848733 >0.999 >0.999 >0.999 0.487088765225803 0.42450375228218 0.532671755921314
1 1849028 1850740 >0.999 >0.999 >0.999 0.482788998136268 0.41463075958771 0.522175863666962
1 1853389 1935276 >0.999 0.702499815581175 0.950559624016268 0.630338846397521 0.136982518654573 0.297839807769657
1 1950767 1962192 0.467327901448824 0.518435251470781 0.585749903023367 0.668141108149104 0.725441168456191 0.83572979873427
1 1980639 1981509 0.702015752297327 0.399911157687932 0.637376402001253 0.0811221770210034 0.056505757913952 0.029268980687621
1 1981908 2116838 >0.999 0.213550185973465 0.543246775477323 0.614570757146103 0.0694610227203172 0.17732126186216
1 2113232 2115314 0.590237710827929 0.385050377876374 0.563998848610181 >0.999 0.893873462374026 0.994158068971154
1 2115898 2144159 >0.999 0.365453724104906 0.733325150315104 0.361701010270901 0.99566579721571 0.727930635818546
1 2160133 2241652 0.338171273576913 0.474826206093695 0.454261315588412 0.788470823775473 0.599293206611578 0.82676043232493
1 2252691 2323190 >0.999 >0.999 >0.999 0.55544278635742 0.517134995058701 0.645552485392885
1 2323213 2336885 0.909475748889875 >0.999 0.995773124800849 0.925010619241002 0.150328653989243 0.41339581299448
1 2336240 2344010 >0.999 0.549820906475649 0.878703252518345 >0.999 0.118575437474365 0.37140268696217
1 2398897 2436969 0.384028881223601 0.358665285726863 0.410789739504946 0.692456827496696 0.790707779776986 0.877328741165155
1 2439969 2458067 0.433538701962396 0.849126731919191 0.736008657497279 0.845447517150585 0.726770493004366 0.913702385004536
1 2460183 2461684 0.442219017671151 0.81950017036824 0.73023696853824 0.693756373355212 0.614974381906199 0.790060270727886
1 2481358 2488450 >0.999 0.681162089926751 0.942697669021252 >0.999 0.803730829896649 0.979338665743462
1 2487803 2497061 0.908112296945165 0.774859342091362 0.95096809230672 0.449733066125401 0.922454153967513 0.779858063681946
1 2497973 2515973 0.848577961255924 0.818149206341879 0.947602783385479 0.438884013679251 0.950732626615326 0.781965510687182
1 2517898 2522908 >0.999 0.819334789910295 0.98259748829401 0.786481920056295 0.469257514774064 0.736940091971308
1 2522080 2564481 0.682589721183712 >0.999 0.943244320132237 0.770973454508561 0.0817877576197578 0.237326413870521
1 2572806 2706230 0.513243307185595 0.634876660622925 0.691227246975826 >0.999 >0.999 >0.999
1 2938045 2939467 0.462299634700897 >0.999 0.818983237101363 0.0131198485115245 0.311456898653078 0.0265612417124583
1 2976180 2984289 0.347621237256028 0.879942475733846 0.668221877388312 0.296419396940751 0.266747264127977 0.279701560068652
1 2985741 3355185 0.844827169769019 0.484377410676553 0.774854748397039 0.68030674696025 0.168940678477368 0.363576452626537
1 3371146 3397677 0.16690854256796 >0.999 0.465726452880851 0.514001563495658 0.395665514189856 0.527287443205364
1 3404505 3528059 >0.999 0.105288902290313 0.34229919695728 0.867318251360525 0.506266273443916 0.800486683842704
1 3541555 3546694 >0.999 0.341786800334296 0.708718215451652 0.516951396719358 0.0382903656361619 0.0974345307658867
1 3547330 3566671 0.996488208531979 0.256681402785438 0.604520051986749 0.315085613851168 0.0314021437233172 0.0555646689385544
1 3569128 3652765 0.982940286559394 0.693832003144349 0.943017123777715 0.423337280620978 0.663633450836341 0.637626391682108
1 3652547 3663937 0.18212094635634 0.539902261532865 0.326393395891885 0.713185471952754 0.536317662349365 0.750086884626706
1 3668964 3688209 0.135946786002932 0.647304589201981 0.301874342117648 0.43064356150407 0.393574661134568 0.470328898332235
1 3689324 3692546 0.144669104830373 0.405925879481943 0.225203712274656 0.652421507370747 0.0514216257246861 0.147437963867416
1 3696783 3713068 0.109566620194486 0.245305841561091 0.124078451168585 0.9066080039457 0.0123781207922249 0.0616078879089926
1 3728644 3773797 0.106286880269488 0.258418360405359 0.126202682951908 0.653449161394967 0.0111764330676714 0.0432310253075625
1 3773830 3801993 0.37850468319498 0.8073682131521 0.667873430887833 0.573646244643252 0.0270486785367915 0.0801554021507249
1 3805696 3816857 0.695727193022244 >0.999 0.948135390325016 0.653730122778364 0.30400630998182 0.51985261488832
1 3816967 3832011 0.695450034440803 0.5809571740041 0.770185708338082 >0.999 0.47579693132262 0.829201825380108
1 4000671 4012643 0.713287925968798 >0.999 0.954286600859543 0.617928311307551 0.770370367369439 0.829377600209977
1 4007208 4009040 0.675821951096463 >0.999 0.940626308516132 0.514807884118739 0.994988493254908 0.854901021356328
1 4472110 4484744 0.04031501408173 0.382266989235615 0.0797164883088582 0.412042206296513 0.848676225544774 0.717112607315107
1 4631546 4643764 0.0582012975625327 0.413417112967698 0.113741806213411 0.347294004475067 0.436458261398089 0.437555904925408
1 4715104 4843851 0.383357305530036 0.528117693580292 0.525828180209669 0.567544372952991 0.693397317672525 0.760538774529317
1 5624130 5624203 >0.999 0.467450417797527 0.822928694642385 0.792486875115967 0.30651047464232 0.586636935077432
1 5922731 5922801 0.559493473602738 0.256704343766867 0.422335273425418 0.824859462955034 0.276177277422747 0.564792637394544
1 5922867 6052533 >0.999 0.528400014761396 0.865467271043187 0.88839839462212 0.210503385171213 0.500551149726723
1 6052357 6161253 0.898489441864773 0.769440404808398 0.946527679888102 0.691141783276057 0.366128731348365 0.600778949274932
1 6161846 6240194 0.103017682362213 0.412761909148757 0.176794442255183 0.16621776705655 0.668874257773155 0.355395850635905
1 6245079 6259679 0.809185018065735 0.586506729053166 0.828305660065652 0.3056134360114 0.0988994738194079 0.135984898838511
1 6264899 6265840 0.692250512174123 0.721719182129081 0.846303439296908 0.278737401614557 0.100669991765965 0.128331648179824
1 6266188 6281359 >0.999 0.577835127866115 0.89475845180338 >0.999 0.173844869319888 0.478002450288014
1 6281252 6296044 >0.999 0.400850384391352 0.767294588783874 0.766735635482818 0.321258728581105 0.591445530505046
1 6296299 6299502 NA NA NA 0.488066783811373 0.635161098896268 0.673067936134532
1 6304251 6305638 >0.999 0.552569585782974 0.880340550680187 0.84832366834778 0.313418056273277 0.618093888610159
1 6307405 6321035 >0.999 0.373903432558303 0.741733819609426 >0.999 0.620750909273853 0.916740703554665
1 6324331 6453826 >0.999 0.0541470551395022 0.212042666809374 0.33758497549727 0.352433619111224 0.37225672024283
1 6475293 6479979 0.0878823158215066 0.307607563698119 0.124641927356834 0.395109487353655 0.413891745666235 0.459648016993794
1 6484847 6521004 0.700564970401562 0.153470327742188 0.347288965825111 0.399170932721021 0.35391098356222 0.417748933068293
1 6489893 6489956 >0.999 0.153539372179563 0.441241178854728 0.810101093189562 0.622995717445784 0.849802189043202
1 6521213 6580121 >0.999 >0.999 >0.999 0.123588161446461 0.138434326495756 0.0867103541991641
1 6581406 6614658 0.531473044296497 0.813010239984344 0.794668496948713 0.0644930083346272 0.969244135423611 0.235813051126562
1 6615337 6639817 0.428140909492612 >0.999 0.791334088818517 0.312671267682242 >0.999 0.67618379128395
1 6640050 6649340 0.625386544487413 0.728602554837836 0.813811182016328 0.339033565460137 0.346609539067065 0.369131009804083
1 6650783 6662958 0.409899290256748 >0.999 0.775465423918817 0.210100562936364 0.369712469516377 0.276156449347465
1 6673755 6684093 0.562492471393308 0.734945557394696 0.778573790009959 0.534380491928064 0.732332663972164 0.758490810607468
1 6684924 6695646 0.145074592339229 0.699992237012949 0.333818054726364 0.381917186183197 >0.999 0.749532140499113
1 6694227 6761966 0.0955037479374608 >0.999 0.319802874949001 0.290319944629148 0.980629167884873 0.642369333503735
1 6784804 6790072 0.0815007283191027 0.80087609748521 0.243411788086348 0.205490095741481 0.19838898001666 0.171216509292261
1 6843951 6845040 0.433533420835735 0.147540662719103 0.239828323709698 0.903791726059437 0.460477689205213 0.781015389609322
1 6845383 7829766 0.697339673232002 0.371947335591809 0.60939463151573 0.97714500432033 >0.999 0.999736811811095
1 7442547 7449814 0.553671133329495 >0.999 0.880992864905819 0.36784140327418 0.470282335289001 0.476503469146081
1 7831328 7841492 0.268676398920869 0.0974685807211107 0.121574790319448 0.825117623497003 0.236869611496421 0.514504799320769
1 7844488 7905240 0.195993836546015 0.133081447791679 0.121194439962764 >0.999 0.798787661343368 0.978243396430619
1 7907671 7913551 0.560302661378238 0.232873388054599 0.39620627144454 0.599398155514141 0.778950120188282 0.82251076232888
1 7975930 8003225 0.306775259753816 >0.999 0.669273132407963 0.251543461442099 0.11105056473114 0.127879512780444
1 8021713 8045342 0.16856333592547 0.278394975854248 0.190484867249141 0.0973986713869762 0.705387578386204 0.252689228670381
1 8071778 8086393 0.344937150288125 0.338872389384849 0.367796256778808 0.218165315604262 0.531808710761335 0.365931003327198
1 8268731 8275268 0.176059604149094 >0.999 0.481863284459137 0.647509966619633 0.270543868571041 0.480333011306941
1 8378144 8404227 0.257122641923891 0.492081860438135 0.388092878277149 0.463830526001298 0.635745940275334 0.654981573379279
1 8412463 8877699 >0.999 0.620457863780328 0.916600902841309 0.467529188535677 0.618653214707183 0.648039841179341
1 8484704 8495076 0.666881960914459 >0.999 0.937063998284264 0.926971411039084 0.623589980090359 0.894876307972231
1 8921060 8938745 >0.999 0.198118478618836 0.51885051245146 0.853970965468412 0.303192499258102 0.608778808027836
1 8938893 8939943 >0.999 0.0699251776790933 0.255949190574755 0.518380118759454 0.0283981044842125 0.0768213014044018
1 9005892 9035148 0.362963598308561 0.0649561031712307 0.111930300544123 0.834961710052552 0.200349474230967 0.466398465459596
1 9063358 9086404 0.0602893530692913 0.281800145618118 0.0862246244999396 >0.999 0.433087007391174 0.79550141754658
1 9097004 9132286 0.708589552898927 >0.999 0.952683653001732 0.105799011120895 >0.999 0.343446242331656
1 9164475 9189229 >0.999 0.335929874485996 0.702379934692572 0.0282828930995199 0.473062542569257 0.0710994192789066
1 9208069 9242397 >0.999 0.339514874725946 0.706271580771265 >0.999 0.744216663099428 0.964075436466987
1 9242262 9252144 0.346397888162546 0.413055889238782 0.421281074766989 0.575026425172999 0.560761177853947 0.687404053941718
1 9294862 9331394 0.396227195019677 0.361781639226921 0.421798092684868 0.163288234171406 0.840404353055711 0.409778392934653
1 9352940 9429590 0.0328348417862877 0.0279429512853416 0.00733438137167184 0.259650593321326 0.633278960764506 0.461272871413915
1 9485152 9489055 0.419387969022567 0.174074754885098 0.264075310586183 0.674022652508609 >0.999 0.939918899883171
1 9599527 9642831 0.366593459575344 0.333637151058237 0.379305654352357 0.252164726477279 0.662580743761821 0.466032417754273
1 9648931 9674935 0.477889152441009 0.491044355176918 0.574834186592354 0.297170592075333 >0.999 0.657771926376969
1 9711788 9788980 0.336948994634735 >0.999 0.703490100502747 >0.999 0.897799786134852 0.99458995681869
1 9712667 9714644 0.1265007099379 >0.999 0.388041858611867 0.171335459461692 0.451134262701179 0.275180698084151
1 9732483 9747632 0.599939797627841 0.79466768392367 0.829910828214971 >0.999 0.242267005099732 0.585732532063146
1 9789078 9884584 0.170138630049916 >0.999 0.471478253084839 0.979688387859461 0.998317925187896 0.999757105186097
1 9908333 9970316 0.190427571340972 0.82997965045506 0.449629430588746 0.483988053950644 0.843661891428106 0.774055936937803
1 9982170 10003485 0.798959587311283 0.584728681552229 0.82271885372424 0.670062101308766 0.96566030896593 0.928732415722982
1 10002980 10045556 0.855442635034328 0.520134812219228 0.805263908046065 0.487101920695534 0.857999436284567 0.782552171355351
1 10057254 10076078 NA NA NA 0.375534848750848 0.712854085732578 0.620500749919815
1 10093040 10241296 >0.999 0.57570204538243 0.893584585101118 0.360964322881359 0.440722575741649 0.451533832699462
1 10270763 10441661 0.549828796549633 0.360451717035876 0.518960998316137 0.480838075763623 0.0967713647295901 0.18927228954651
1 10459048 10480568 >0.999 0.0641159894317818 0.240246555601441 0.267502456728973 0.110338316774521 0.133494830061479
1 10490158 10512060 0.218987775762452 0.00586495836638112 0.00983494124713228 0.308620537089405 >0.999 0.671448046996241
1 10520602 10532613 0.190172636365592 0.0231810879693375 0.0283206816193085 0.137612451164312 0.953921221557685 0.397816523669422
1 10535002 10690815 0.499008918561403 0.0762276327370975 0.162391551986207 0.307144802862369 0.859728422028339 0.615678218944132
1 10696665 10856733 0.66742961354991 0.334610128624135 0.558123135093222 0.345656767721304 0.85099657148324 0.654094522037828
1 11006529 11042094 0.0306104588156787 0.602642559761328 0.0921038287879605 0.32251220816184 0.349306411380653 0.358630039922412
1 11072678 11085549 0.154675007889179 >0.999 0.443364941577473 >0.999 0.0764342402055059 0.272971475676834
1 11086579 11107296 0.175867007438895 >0.999 0.481528651556875 >0.999 0.039871204661293 0.168340249216708
1 11114648 11120091 0.641094788003607 >0.999 0.926111399606174 >0.999 0.242386873023003 0.585902440947108
1 11126669 11159967 >0.999 0.263058432659379 0.614341164151543 >0.999 0.297614804150604 0.658310623200491
1 11159731 11162162 >0.999 0.222510926160573 0.556895689339837 0.768519092882866 0.102263602080452 0.278488408232295
1 11166587 11322608 >0.999 0.106217613147025 0.344385685081925 >0.999 0.105836455441593 0.343530343667654
1 11203954 11209595 >0.999 0.206336687889186 0.531986747869662 0.597943210906704 0.225096245628297 0.404522797358857
1 11249345 11256038 0.549969988632283 0.149380739710775 0.287472278150626 >0.999 0.14224950571796 0.419660605615571
1 11333254 11359628 >0.999 0.372306951039818 0.74015985543075 0.594000169265057 0.335511270475812 0.520749670861719
1 11539294 11597640 0.712635428764417 0.164440015416985 0.368431477867051 0.260711746323232 0.932500115479162 0.586931473605771
1 11669587 11673411 >0.999 0.134098753068047 0.403527123130501 0.804040031551739 0.894291207990381 0.95620888030674
1 11708417 11714888 0.658965038183439 0.00648912808353375 0.0276010486645686 0.493043864442821 0.619085144646269 0.66745057041073
1 11714431 11723384 0.844544175878197 0.0764614930418271 0.241506144356744 0.918574593931264 0.383860980332705 0.720162801615587
1 11724149 11734409 0.125403204940025 0.887555346618317 0.355667062918061 0.817843046817219 0.571886709963706 0.823128737310295
1 11734536 11751678 0.00391937583487595 0.786998884127812 0.0209173792719841 0.789317882636791 0.671713167147618 0.866609386099178
1 11751780 11780336 0.0561910701254136 0.963235169249724 0.211978975260998 0.495529071033589 >0.999 0.843454529418569
1 11796141 11810828 0.824137479713197 0.267238211973394 0.553472914101591 0.733782538127514 0.71950281340641 0.865185507790571
1 11822249 11849642 0.354384649257234 0.536295820881605 0.505630272148421 0.560974458466535 0.922402381946055 0.858364151241026
1 11837133 11839676 0.506248258519524 0.573800538040051 0.649584173651327 0.94734741792968 >0.999 0.998588863284839
1 11845786 11866160 0.115051755183461 0.635747157490607 0.264438890604256 0.44170229623156 >0.999 0.80262570628047
1 11866152 11907673 0.125602849962692 >0.999 0.38618233258486 0.429611461732492 0.370572740969993 0.451749186488533
1 11905766 11907840 0.543738437536277 >0.999 0.875031177779515 0.702940239258205 0.308579239416133 0.548411868658498
1 11917520 11918992 >0.999 0.160046734528671 0.453298672205991 >0.999 0.184274304798945 0.495942936087642
1 11979644 11986485 0.267876362107857 >0.999 0.620731073009783 0.842027070877605 >0.999 0.986807827997094
1 11994723 12035599 0.441679319784269 >0.999 0.802606931187515 0.973539505417973 0.169724047752733 0.462718393026523
1 12040237 12073572 0.679927815361942 >0.999 0.942222644214084 0.520320276217967 >0.999 0.860251101535926
1 12079298 12092106 >0.999 0.698941669087566 0.949294180188807 0.974417005061154 0.47586560318641 0.820055054082726
1 12123433 12204264 0.85739481242942 0.0987659237604239 0.293747838911731 0.174670222188059 0.598505751711262 0.340613270453168
1 12226999 12269277 0.626238202951879 0.04828998777358 0.136040974960817 0.649715491135946 0.272054001764406 0.483074446680645
1 12290095 12572098 0.327337759368226 >0.999 0.69289637173692 0.91396174823792 0.034240121895331 0.139707268449149
1 12627938 12677737 0.502731151377915 0.00590269368866686 0.0202382688686393 0.414272731722999 0.245602238420083 0.334264377192231
1 12704565 12727097 0.842909046910671 0.266467100821323 0.560036574971026 0.228246520081968 0.284727295409907 0.242636158292307
1 12776117 12788726 0.388260138005444 0.395137199517236 0.441009998971303 0.751348546888994 0.16005702540454 0.374979674556492
1 12806133 12821102 0.16636977565184 0.164928296137693 0.126104180318399 >0.999 0.0415018303236377 0.1735613910101
1 12834990 12838048 0.508967283824792 0.327505671409145 0.465334463333192 >0.999 0.0668627794812829 0.247734141917867
1 12851545 12856777 >0.999 >0.999 >0.999 >0.999 0.19100765677368 0.507209709025076
1 12882548 12883086 NA NA NA 0.182061333510843 0.221269396687104 0.169670119562695
1 12884617 12891264 0.325006505926985 >0.999 0.690284593554057 >0.999 0.506677424765623 0.851157637601982
1 12907229 12908609 NA NA NA 0.239841394327591 0.278382680481299 0.247476847152541
1 12916940 12921764 NA NA NA 0.301570292469185 0.384885147640796 0.36603376243495
1 12939032 12946025 0.0786529328069976 >0.999 0.278644559964852 NA NA NA
1 13182959 13184326 >0.999 0.738930335385625 0.962494913728164 >0.999 0.766130515421737 0.970229782462453
1 13194517 13199727 NA NA NA >0.999 0.746496189505159 0.96474537364045
1 13328195 13698405 NA NA NA >0.999 0.093998027601304 0.316254623011447
1 13359818 13369057 NA NA NA 0.997504978170491 0.158093390259879 0.448979534927582
1 13801444 13840242 0.33014451266842 0.820142514729802 0.624521273336983 0.305869506477047 >0.999 0.668201519804529
1 13910251 13944452 0.976495470943381 0.595976655327464 0.897010723015809 0.497317811154993 0.267739407882701 0.40162072264639
1 14026734 14151574 5.39980080738189e-05 0.725062455014616 0.000436468080358194 0.233809715182832 0.560352617144096 0.397297380086685
1 14675449 14746469 0.241197696943972 0.686462288576682 0.463330282344657 0.457604109708647 0.33985344681963 0.444936655048309
1 14925212 15444544 0.0678413516951614 0.145317978953284 0.0553993790750325 0.546325598688279 0.809884968996754 0.803244917193756
1 15438310 15478960 0.558532517856549 0.115264485916308 0.240968423081953 0.241009244497031 0.0173180486849282 0.0270418051585656
1 15479027 15546976 0.234305690463047 0.416927276157221 0.324909005330547 0.500730612475416 0.210944190990647 0.343057961707194
1 15490691 15498120 0.42477023578717 0.312333803674426 0.400649073203291 0.453180729187738 0.0475352523679061 0.104215058426844
1 15573720 15724623 0.581319250802972 0.983828831764985 0.891483061365608 0.361082703989677 0.0963451120848447 0.151624758135345
1 15653175 15670379 0.49196068025562 0.562219631814397 0.632068665976301 0.995317245394395 0.49660902824905 0.842578431959861
1 15736390 15756839 0.402902923460994 0.743477276888564 0.660648713375867 0.981711448580848 0.368133790411822 0.72922321936637
1 15764937 15773153 0.612113655767802 0.0740092170562439 0.185484856604867 >0.999 0.901714481649122 0.995003470772363
1 15783222 15798586 0.575601068050749 0.0711837037075266 0.171876588539173 0.288991981746893 0.511583631792768 0.430461411206697
1 15802595 15817895 0.48695249897578 0.0414214807675073 0.0989059295275325 0.229303886764996 0.0996799259247906 0.109222104668555
1 15817895 15851285 0.512698395713573 0.264483793979397 0.40653585742704 0.0971444728919671 0.914399222208845 0.303887338731743
1 15853307 15898228 0.802748175719687 0.129230514662507 0.338800098267616 0.688344176786543 0.314476834956936 0.547732152892469
1 15898193 15911605 0.946146125461433 0.102206236470965 0.322609672634382 0.283639509433434 0.592265247287539 0.467658786508839
1 15943952 15988525 >0.999 0.106641175766929 0.345334581464471 0.175294638189739 0.185145093261302 0.143707320959109
1 16010797 16061264 0.330222075833592 0.197460959141736 0.243231580466641 0.251534651208165 0.381223947410323 0.320711663660583
1 16062808 16067887 0.028888339711743 >0.999 0.131277780055945 0.194338964846883 0.724238155356959 0.416723856481488
1 16066545 16076385 0.00638386513206657 >0.999 0.0386478016952184 0.183508664884431 0.830887566897315 0.439243190354876
1 16068986 16074292 0.00971816561720401 >0.999 0.0547497971865803 0.381919552192637 0.737309725293351 0.638453700743507
1 16083153 16113089 0.0326920527094533 0.661684857957367 0.104559408982948 0.115229701535664 0.950536682339321 0.351761944440525
1 16133656 16134194 0.699536417239139 0.535781831326012 0.74261367384253 0.0649433813210698 0.00635071387391795 0.00362673338592589
1 16160709 16174642 0.347500919151679 0.696555686046314 0.58543009069179 0.896987905195247 0.140026450394872 0.38618063646595
1 16174358 16266950 0.411648917356474 0.826013146237108 0.706824861885449 0.520715196860133 0.217837898056559 0.360321537397928
1 16268363 16302627 0.227452575747084 0.91841018915484 0.536008228115829 0.293629929160648 0.162581665151095 0.192960875180799
1 16330730 16333190 0.0230332942701874 0.914103789534718 0.102339606691295 0.270633406446147 0.620184973784321 0.467396402940779
1 16340522 16346089 0.0831978360725724 >0.999 0.290072079221242 0.422654776596174 0.69247075597576 0.652283895593001
1 16348485 16360545 0.0303858519276351 >0.999 0.136547278252123 0.553964854222503 0.573713239397779 0.682124089304028
1 16370230 16383821 >0.999 0.720950849685794 0.956834658627209 0.346628166435777 0.944513328979768 0.692960205404699
1 16384263 16400127 0.577058295366972 0.600658621583522 0.713867716429457 0.310927280980176 >0.999 0.674151354494837
1 16450831 16482604 >0.999 >0.999 >0.999 0.0844224324045392 0.431910618836323 0.157208482967595
1 16524348 16539166 >0.999 0.794591414334104 0.977289625696978 0.424944223536013 0.088550924427617 0.16105204533893
1 16558181 16563659 >0.999 0.525816939080572 0.863813198753968 0.393657298047722 0.10637882937722 0.174752870391873
1 16573334 16678986 0.817583195147754 0.7999836848196 0.931742340967784 0.0506827299873336 0.326573134497635 0.0844342958053477
1 16693524 16724643 >0.999 0.620205002669844 0.916480161311857 0.407725702450178 0.372133850021683 0.437837315383785
1 16722175 16763919 0.0763757519504987 0.681424196870201 0.20586951268379 0.220949730793353 0.43460708834353 0.321028753324317
1 16767166 16786584 0.541995172846294 >0.999 0.873966231826648 0.0563981897855951 >0.999 0.218560932281562
1 16787442 16794976 0.34020060026896 >0.999 0.70701163520916 0.122628414857246 0.845157180626788 0.338575107404784
1 16793930 16819196 0.271929444185969 >0.999 0.626039404330126 0.0392803851981011 0.824863196558469 0.143522175997174
1 16860336 16863483 NA NA NA 0.0483743495953746 0.516447166272611 0.117158516096825
1 16999497 17000152 0.32376655071588 0.0297917580740513 0.0544131568621846 0.655720938353261 0.719669317321159 0.826293004511554
